Name,Braid Notation
13a_4061,{-1;2;-3;2;4;-3;5;2;4;1;2;2;-3;2;-3;4;-3;-5;-4;3;2}
13a_4062,{-1;5;-4;-3;4;-7;5;-6;5;-4;2;5;3;-4;5;6;7;5;6;-5;-4;-3;-2;3;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_4063,{-1;-3;-2;-3;4;-5;4;-3;4;2;-3;1;-2;-3;4;-3;4;5;-4;-3;-3;-3;2}
13a_4064,{-1;2;-3;2;-3;4;-3;-5;-4;-3;2;-3;2;1;-2;-3;4;-3;5;2;4}
13a_4065,{-1;2;-3;2;4;1;-3;5;2;4;2;-3;2;-3;4;-3;-5;-3;-4;3;2}
13a_4066,{-1;5;-4;-3;-4;5;-4;7;5;6;-5;-4;2;3;-4;5;-6;-7;6;-5;-4;-3;-2;3;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_4067,{-1;5;-4;-3;-4;2;-3;4;-7;5;-6;5;-4;5;3;6;-4;7;5;6;-5;-4;-2;3;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_4068,{-1;-2;3;-4;3;5;-4;3;2;1;3;3;3;3;-2;3;3;3;4;3;-5;2;3;4;3}
13a_4069,{-1;2;-3;4;4;4;5;4;-6;3;-2;4;1;5;4;-3;4;-5;4;6;-5;7;4;6;3;-2;4;-3;4;5;4;3;2;4;-5;-6;-7}
13a_4070,{1;-2;3;-2;1;-2;3;-2;-2;-2;-2;1;1}
13a_4071,{-1;2;2;2;-3;4;-3;2;1;-3;4;-3;-5;2;-3;4;-3;-2;-3;-4;5}
13a_4072,{-1;-3;2;-3;4;-5;4;-3;-2;-3;-3;-3;4;4;4;-3;1;2;5;-3;-4;-3;-2}
13a_4073,{-1;-4;-2;3;-4;5;-6;-7;5;6;-4;-5;-3;-4;2;3;-4;5;-6;-4;5;5;5;-3;1;-4;-2;7;3;6;-4;-5;-4;-3;2}
13a_4074,{-1;2;-3;4;-3;-5;-4;3;2;1;2;-3;2;4;-3;5;2;4;2;2;-3}
13a_4075,{-1;-7;-6;5;-4;-3;4;5;6;5;-4;2;5;3;-4;5;7;5;6;-5;-4;-3;-2;3;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_4076,{-1;-2;3;-4;-5;-6;-5;7;4;6;8;-3;-5;9;2;4;6;1;5;6;-7;6;-8;-5;7;-4;6;3;5;2;-4;3;-5;4;6;-5;-7;6;8;7;-9;-8;-7;6;-5;-4;-3;-5;-2;4;-3}
13a_4077,{-1;-2;3;-4;3;5;-2;3;3;-2;-4;1;3;3;-2;3;-4;-5;4;3;2}
13a_4078,{-1;2;-3;4;-3;-5;-3;-3;-4;3;2;1;2;-3;2;4;-3;5;2;4;-3}
13a_4079,{-1;-7;-6;5;-4;-3;-4;-4;2;-3;4;5;6;5;-4;7;5;3;6;-4;-5;-4;-2;3;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_4080,{-1;-3;4;4;-2;-3;4;5;6;4;-5;4;3;4;2;7;5;-3;-6;4;-5;1;4;-2;3;4;5;6;-7;-6;4;-5;4;-3;2}
13a_4081,{-1;2;-3;2;4;-3;-5;2;4;2;1;-3;-3;2;4;-3;4;5;4;3;-2}
13a_4082,{-1;-2;3;-4;-5;4;3;2;1;3;-4;3;5;2;6;-7;-6;5;-4;-3;-4;-5;-4;6;5;7;-4;3;-2;3;-4;5;-6}
13a_4083,{-1;2;3;4;3;-5;3;-4;3;3;-2;1;3;-2;3;4;3;5;2;3;3;-4;3;3;3}
13a_4084,{-1;2;-3;4;5;4;6;3;7;-2;4;1;4;-5;4;6;3;-2;-3;4;-5;4;3;2;4;5;-6;5;-7;4;-6;4;-5;4;4;-3;4}
13a_4085,{-1;-2;3;-4;3;5;-4;3;3;3;2;1;3;3;3;3;-2;3;4;3;-5;2;3;4;3}
13a_4086,{-1;2;-3;4;5;4;-6;3;-2;4;1;5;4;-3;4;-5;4;6;-5;7;4;6;4;4;3;-2;4;-3;4;5;4;3;2;4;-5;-6;-7}
13a_4087,{-1;2;-3;4;-5;-6;5;-7;4;-6;3;-2;4;1;5;4;-3;2;4;-5;4;6;-5;7;4;6;-3;4;5;4;3;-2;3;4;4;4;4}
13a_4088,{-1;-2;3;-4;5;6;5;7;4;-3;2;4;1;-3;5;2;-4;5;6;5;4;3;5;-4;-6;5;-7;-6;-8;-7;-9;6;-8;5;-7;4;-3;5;-2;6;3;5;-4;5;-6;5;7;-6;8;5;7;9;8}
13a_4089,{-1;-2;3;-2;-4;3;5;-2;3;-2;-4;1;3;3;-2;3;-4;-5;4;3;2}
13a_4090,{-1;-3;-3;-3;2;-3;4;-5;4;-3;-2;-3;-3;-3;4;-3;1;2;5;-3;-4;-3;-2}
13a_4091,{-1;-4;-4;-4;-2;3;-4;5;-6;-7;5;6;-4;-5;-3;-4;2;3;-4;5;-6;-4;5;-3;1;-4;-2;7;3;6;-4;-5;-4;-3;2}
13a_4092,{-1;2;-3;4;-3;-5;2;-3;2;4;1;-3;-3;2;4;-3;4;5;4;3;-2}
13a_4093,{-1;-7;-6;-4;5;-4;3;-4;-5;-4;-4;-2;3;6;-4;7;5;-6;5;-4;-3;-4;2;5;-3;1;-4;-2;3;6;-4;-5;-4;-3;2}
13a_4094,{-1;2;-3;4;-3;-5;-3;-4;3;2;1;2;-3;2;4;-3;5;2;4;2;-3}
13a_4095,{-1;-2;-3;4;5;4;3;2;4;1;4;-3;4;-5;-6;5;-7;4;-6;3;-2;4;5;4;-3;4;-5;4;6;-5;7;4;6;3;2;4;4}
13a_4096,{-1;2;-3;4;-3;-5;-4;-3;-3;-3;2;1;-3;2;-3;4;-3;5;-2;4;-3}
13a_4097,{-1;2;3;-4;5;-4;6;-3;5;-2;-4;1;3;2;-4;5;-4;-6;-3;-5;7;-4;6;5;-4;3;-2;-4;3;-5;-4;-6;-7}
13a_4098,{-1;-3;2;-3;4;5;4;-3;-2;-3;4;-3;1;2;-5;-3;4;-3;2}
13a_4099,{-1;2;-3;4;5;4;-6;3;-7;-2;4;1;5;4;-6;-5;4;-3;2;4;-3;4;4;5;4;6;-5;7;4;6;-5;4;3;-2;4;3;4}
13a_4100,{-1;-7;-6;5;-4;-3;-4;2;-3;4;5;6;5;-4;5;3;-4;7;5;6;-5;-4;-2;3;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_4101,{-1;-4;-3;-2;3;-4;5;-6;5;-4;-3;-4;-4;-4;7;5;6;-4;5;-4;2;3;-4;-5;1;-6;-2;-7;3;6;-4;-5;-4;-3;2}
13a_4102,{-1;-5;-4;3;-2;-3;4;-5;6;-7;-8;6;7;-5;-6;-4;-5;3;4;-5;6;9;-7;-5;8;6;-4;7;-5;6;2;-5;-3;4;-5;-6;-7;1;-8;-2;-9;-3;8;4;7;-5;-6;-5;-4;3;2}
13a_4103,{-1;-2;3;-4;-5;-4;-6;3;2;-4;1;5;-4;-3;-4;-5;-4;6;5;-7;-6;5;-4;3;-2;3;-4;-5;-4;6;3;7;2}
13a_4104,{-1;2;-3;-4;-3;2;1;-3;2;-3;-3;-3;4;-3;5;4;-3;-2;-3;4;-5}
13a_4105,{-1;2;-3;4;-5;-6;5;-7;4;-6;3;-2;1;3;-2;4;5;4;-3;4;-5;4;6;-5;7;4;6;3;2;4;4;4;4;-3;4;5;4}
13a_4106,{-1;2;-3;-4;5;6;5;4;3;5;-2;-6;1;3;-7;2;-4;3;5;6;5;-4;5;-6;7;-8;-7;-9;6;-8;5;-7;4;-3;-2;4;-3;5;6;5;-4;5;-6;5;7;-6;8;5;7;9;4;8;5}
13a_4107,{-1;2;-3;4;-3;-5;-3;-3;-4;-3;2;1;-3;2;-3;4;-3;5;-2;4;-3}
13a_4108,{-1;2;-3;4;-3;-5;-3;-3;-3;-4;3;2;1;2;-3;2;4;-3;5;4;-3}
13a_4109,{-1;2;3;-4;5;-4;-3;-2;-4;1;3;-5;-4;6;5;-7;-6;-5;4;3;-2;3;-4;5;-4;6;3;7;2;-4;5;-4;-6}
13a_4110,{-1;2;3;-4;5;-6;5;-7;-4;6;-3;5;-2;-4;1;3;2;-4;-3;5;-4;-6;-5;7;-4;6;3;-2;-4;-5;-4;3;-4}
13a_4111,{-1;-2;3;-4;3;-5;3;-4;3;-2;1;3;-2;3;4;3;5;2;-4;3;3}
13a_4112,{-1;-2;3;-4;-5;-4;6;3;2;-4;1;3;2;-4;5;-4;-3;-4;-5;-6;5;-7;-4;-6;-5;-4;3;-2;3;-4;5;6;7}
13a_4113,{-1;-4;-2;3;-4;5;-6;5;-4;-3;-4;-4;2;-3;-4;7;5;6;-4;5;-4;3;-4;-5;1;-6;-2;-7;3;6;-4;-5;-4;-3;2}
13a_4114,{-1;-4;7;-4;-6;-4;5;-4;3;-4;-2;-3;4;5;6;-7;5;-6;-4;-5;3;-4;2;-3;1;-4;-2;3;-4;5;6;5;-4;-3;2}
13a_4115,{-1;-5;-3;4;-5;6;-2;-7;-3;-8;-4;-9;-5;8;6;-7;6;5;6;7;-8;4;7;-5;3;-6;-4;2;-5;3;4;-5;6;-7;-5;1;6;-4;2;9;-5;-3;8;4;7;-5;-6;-5;-4;3;-2}
13a_4116,{-1;2;-3;-4;5;-6;5;-4;3;-2;1;3;-4;-5;-4;6;-7;6;5;-4;-3;-2;-4;3;5;-4;-6;-5;7;-4;3;2;-4}
13a_4117,{1;-2;1;-2;3;-2;1;1;1;-2;1;3;1}
13a_4118,{1;-2;1;-2;3;-2;1;-2;1;-2;-2;1;3}
13a_4119,{-1;2;-3;2;-3;-4;-3;5;4;-3;2;1;-3;4;-3;-5;2;-3;4;-3;-2}
13a_4120,{-1;2;-3;-4;5;4;4;-3;-2;4;1;4;4;-3;2;4;-3;4;-5;4;-3;-2;-3}
13a_4121,{-1;-3;-2;-3;4;-5;4;-3;4;2;-3;1;4;-2;-3;4;-3;-3;4;5;-4;-3;2}
13a_4122,{-1;-4;-2;3;-4;5;-6;-7;5;6;-4;-5;-3;-4;2;3;-4;5;-6;5;-4;5;-4;-3;1;-4;-2;7;3;6;-4;-5;-4;-3;2}
13a_4123,{-1;2;-3;2;2;2;-1;2;2;-1;-3;2;2}
13a_4124,{-1;2;-3;2;-1;2;-1;-1;2;-1;-3;2;2}
13a_4125,{1;-2;1;-2;3;-2;1;1;-2;-2;1;-2;3}
13a_4126,{1;-2;-2;3;-2;1;-2;3;-2;1;-2;1;1}
13a_4127,{-1;2;-3;4;-3;5;-3;4;-3;2;-3;4;-3;-5;2;1;-3;2;-4;3;2}
13a_4128,{-1;-3;4;2;5;-3;4;-3;-2;-3;1;-2;-3;-4;-5;4;-3;4;4;4;-3;-3;2}
13a_4129,{-1;-4;-2;3;-4;5;-6;5;-4;-7;5;-3;6;-4;2;5;-3;4;5;-6;5;-4;3;-4;1;-4;-2;7;3;6;-4;-5;-4;-3;2}
13a_4130,{-1;2;-3;2;2;-1;2;-1;2;-1;-3;2;2}
13a_4131,{1;-2;1;-2;3;-2;1;1;-2;1;-2;1;3}
13a_4132,{-1;2;3;2;4;-3;5;4;-3;2;1;2;-3;2;-3;4;-3;-5;-4;-3;2}
13a_4133,{-1;2;-3;2;-1;-1;2;-1;-1;2;-3;2;2}
13a_4134,{-1;2;-3;2;-1;2;2;-1;2;2;-3;2;2}
13a_4135,{-1;2;-3;-4;5;4;-3;4;-3;-2;4;1;4;-3;2;4;-3;4;-5;4;-3;-2;-3}
13a_4136,{-1;-2;5;-3;-4;5;6;-7;-6;5;4;5;3;-4;5;-4;2;3;6;-4;-5;-4;-3;1;-4;-2;3;-4;7;5;-6;5;-4;-3;2}
13a_4137,{1;-2;3;-2;1;-2;3;-2;1;1;-2;-2;-2}
13a_4138,{-1;2;2;-3;2;-4;-3;5;4;-3;2;1;-3;4;-3;-5;2;-3;4;-3;-2}
13a_4139,{-1;-3;2;-3;4;-5;4;-3;4;4;-2;-3;-3;-3;4;-3;1;2;5;-3;-4;-3;-2}
13a_4140,{-1;-4;-2;3;-4;5;-6;-7;5;6;-4;-5;-3;-4;2;3;-4;5;-6;5;5;-4;5;-3;1;-4;-2;7;3;6;-4;-5;-4;-3;2}
13a_4141,{-1;2;3;4;-5;4;6;-5;7;-6;-5;4;-3;-2;4;1;3;-2;4;3;4;5;4;6;-3;-5;-7;2;4;-5;-6;5;4;-3;4}
13a_4142,{-1;-2;3;-4;3;5;-2;-4;3;-2;1;-2;3;3;-4;3;-5;4;3;2;3}
13a_4143,{1;-2;1;-2;3;-2;-2;-2;1;1;1;-2;3}
13a_4144,{1;-2;-2;3;-2;1;-2;3;-2;-2;-2;1;-2}
13a_4145,{-1;2;2;2;-3;2;4;-3;2;1;-3;4;-5;-4;-3;-2;-3;4;-3;5;2}
13a_4146,{-1;2;-3;2;-3;-3;4;-3;2;1;-3;4;-5;-4;-3;-2;-3;4;-3;5;2}
13a_4147,{-1;2;-3;-3;4;-3;4;-3;-5;-3;4;-3;-2;1;-3;-2;-3;-4;-3;5;2;4;-3}
13a_4148,{-1;-2;3;-4;3;5;-2;-4;3;-2;-4;1;-2;3;-4;-4;-5;4;3;2;3}
13a_4149,{1;-2;-2;-2;1;3;1;-2;-2;1;3;-2;3}
13a_4150,{-1;2;-1;-3;2;-1;-3;-1;2;2;2;-3;-3}
13a_4151,{-1;-2;3;-2;-4;3;-5;-2;-4;-2;1;3;-2;3;4;3;5;3;-4;3;2}
13a_4152,{1;-2;1;1;-2;-2;3;-2;-2;1;3;-2;3}
13a_4153,{-1;2;-1;-3;2;-1;-1;-1;2;-3;-3;2;-3}
13a_4154,{-1;-2;-3;-2;4;1;3;5;-4;-4;3;-2;-4;3;-2;-4;3;-5;-4;3;-2}
13a_4155,{-1;-2;3;-2;-4;3;-2;-4;-2;-5;1;4;3;-2;3;-4;3;5;2;-4;-4}
13a_4156,{-1;4;2;-5;-3;6;4;5;4;3;4;-2;7;3;6;4;-5;4;-3;1;4;2;-3;4;5;-6;4;-7;-5;-6;4;-5;4;3;-2}
13a_4157,{1;-2;3;-2;1;-2;3;-2;-2;-2;1;1;-2}
13a_4158,{-1;2;2;-3;2;-3;4;-3;2;1;-3;-2;4;-3;-5;4;-3;2;-3;-4;5}
13a_4159,{-1;-3;2;-3;4;-5;4;-3;-2;-3;-3;4;4;-3;4;-3;1;2;5;-3;-4;-3;-2}
13a_4160,{-1;2;3;-4;5;-4;-4;3;-4;3;-2;1;3;2;3;-4;3;-4;-5;4;3;-2;3}
13a_4161,{-1;2;3;4;-5;4;6;-5;4;-3;-2;4;1;3;-2;4;3;-5;4;-5;-6;-7;6;-5;-4;-3;2;4;-5;-6;5;7;4;-3;4}
13a_4162,{-1;2;-3;2;-3;4;-3;-5;-3;-4;-3;2;1;-3;-2;-3;4;-3;5;2;4}
13a_4163,{-1;2;-3;2;4;1;-3;5;2;4;-3;2;-3;4;-3;-5;-3;-3;-4;3;2}
13a_4164,{-1;3;-2;3;4;-5;-4;3;-4;3;2;3;1;-2;3;3;3;-4;5;3;-4;3;2}
13a_4165,{-1;2;3;-4;3;-4;5;-6;-5;4;3;-2;1;3;-2;-4;-3;5;-4;6;-7;-6;-5;-4;3;2;-4;3;5;-4;6;5;7}
13a_4166,{-1;4;3;4;5;-6;-7;6;5;4;2;3;4;-5;-6;4;-5;-3;4;-2;-5;-3;4;-5;1;4;-2;7;3;6;4;-5;4;-3;2}
13a_4167,{-1;2;-3;-3;2;4;-3;-5;2;4;-3;2;1;-2;-3;-4;5;4;-3;2;4}
13a_4168,{-1;-2;3;-2;4;3;-5;-4;3;-2;1;-2;3;-2;3;4;3;5;-4;3;-2}
13a_4169,{-1;3;-2;3;4;-5;-4;3;-4;3;2;3;1;-2;3;3;-4;3;-4;5;-4;3;2}
13a_4170,{-1;2;-3;2;4;-3;5;2;4;1;2;-3;2;-3;4;-3;-5;-3;-4;3;2}
13a_4171,{-1;3;-4;3;2;5;3;-4;3;-2;3;1;-2;3;4;3;3;3;-5;3;-4;3;2}
13a_4172,{-1;4;-3;4;5;-6;-7;6;4;-5;4;2;-3;4;5;-6;4;-5;3;4;-2;3;4;-5;1;4;-2;7;3;6;4;-5;4;-3;2}
13a_4173,{-1;2;-3;4;-5;-3;-4;-3;-2;-3;1;2;-3;4;5;-3;-4;-3;2;2;-3;2;2}
13a_4174,{-1;2;-1;-3;2;2;-1;2;2;2;-3;2;2}
13a_4175,{-1;2;-3;2;2;-1;2;-1;2;-3;-3;2;-3}
13a_4176,{-1;2;-1;-3;2;-1;-1;-1;2;-1;-3;2;2}
13a_4177,{-1;-2;3;-4;-5;-4;3;-2;1;-2;-3;-2;4;3;5;3;-2;3;-2;-4;3}
13a_4178,{1;-2;3;-2;1;1;1;-2;1;3;-2;-2;3}
13a_4179,{-1;-2;3;-4;5;-4;3;3;-2;3;-2;-4;1;3;-5;3;-2;3;4;3;2}
13a_4180,{1;-2;3;-2;1;-2;1;-2;3;3;-2;3;3}
13a_4181,{-1;3;-2;3;-4;3;-4;5;-4;3;2;3;1;-2;3;4;-5;3;-4;3;-4;3;2}
13a_4182,{-1;2;-1;-3;2;-1;2;-1;2;2;-3;2;2}
13a_4183,{1;-2;3;-2;1;-2;1;-2;-2;3;-2;-2;3}
13a_4184,{-1;3;2;3;4;5;3;-4;3;-2;1;-2;3;-2;3;3;4;-5;3;-4;3;-2;-2}
13a_4185,{-1;2;3;4;-5;4;6;-5;7;4;-3;-2;4;1;3;-2;4;3;4;5;4;6;-5;4;-3;2;4;-5;-6;-7;-6;5;4;-3;4}
13a_4186,{1;-2;1;-2;3;-2;-2;1;-2;-2;-2;1;3}
13a_4187,{-1;2;-3;2;-3;4;-3;-5;-3;2;4;-3;2;1;-2;-3;-4;-3;5;2;4}
13a_4188,{-1;-2;3;-4;3;-2;1;3;3;-2;3;4;3;5;3;-4;3;2;3;-4;-5}
13a_4189,{1;-2;-2;3;-2;1;-2;3;-2;-2;1;-2;1}
13a_4190,{-1;-2;-3;4;5;4;3;2;4;1;4;4;-3;4;-5;-6;5;-7;4;-6;3;-2;4;5;4;-3;4;-5;4;6;-5;7;4;6;3;2;4}
13a_4191,{-1;-2;-3;-4;5;-6;5;7;-6;8;5;7;9;4;8;3;5;2;-4;1;5;6;5;7;4;-3;2;-4;5;6;5;4;3;5;-4;-6;5;-7;-6;-8;-7;-9;6;-8;5;-7;4;-3;5;-2;6;3;5}
13a_4192,{-1;-2;3;4;3;5;3;-4;3;-2;1;3;-2;-4;3;-5;-4;3;2;3;3}
13a_4193,{-1;2;-3;-3;-4;-3;5;4;-3;2;1;-3;4;-3;-5;2;-3;4;-3;-2;-3}
13a_4194,{-1;2;-3;4;-3;-5;-3;-4;-3;-3;2;1;-3;2;-3;4;-3;5;-2;4;-3}
13a_4195,{-1;-2;-3;4;5;4;3;2;4;1;-3;4;-5;-6;5;-7;4;-6;3;-2;4;5;4;-3;4;-5;4;6;-5;7;4;6;3;2;4;4;4}
13a_4196,{-1;-2;-3;-4;5;-6;5;7;-6;8;5;7;4;3;5;2;-4;1;5;6;5;4;-3;2;4;3;5;-4;5;-6;-7;6;-8;5;-7;-9;4;-8;-3;5;-2;6;5;-7;6;5;-4;3;5;-6;7;8;9}
13a_4197,{-1;-2;3;-4;-4;3;-2;-4;-5;-4;3;-2;1;-2;3;4;3;5;2;-4;3}
13a_4198,{-1;-4;-2;3;-4;5;-6;-7;5;6;-4;-5;-3;-4;2;3;-4;5;-6;-4;5;-4;-4;-3;1;-4;-2;7;3;6;-4;-5;-4;-3;2}
13a_4199,{-1;-2;3;-4;3;5;-2;-4;1;-4;3;-2;-4;3;-4;-5;4;3;2;3;3}
13a_4200,{-1;2;-3;4;5;-6;-5;4;4;-3;4;-2;3;4;7;5;-6;4;-5;4;-3;1;4;-2;3;4;5;6;-7;6;4;-5;4;-3;2}
13a_4201,{1;-2;-2;-2;3;-2;1;-2;3;-2;-2;-2;-2}
13a_4202,{-1;2;-3;-3;-3;4;-3;2;1;-3;4;-3;-5;2;-3;4;-3;-2;-3;-4;5}
13a_4203,{-1;2;-3;4;-3;-5;-3;-3;-3;2;4;1;-3;2;-3;-4;-3;5;-2;4;-3}
13a_4204,{-1;2;3;-4;-5;-4;6;-3;-7;-2;6;1;5;-4;3;2;-4;5;-4;-6;3;7;-4;5;-4;-3;-2;-4;3;-5;-6;5;-4}
13a_4205,{-1;-2;3;-4;3;-5;-4;-6;3;5;-7;2;-4;-6;1;-5;-4;-3;-2;-4;3;5;-4;6;-5;7;-4;6;3;5;2;-4;3}
13a_4206,{-1;-2;-3;-4;-3;5;2;1;-3;-3;-3;4;-3;-3;-3;-2;-3;4;-5;4;-3;2;-3}
13a_4207,{-1;-4;-2;3;-4;5;-6;-7;5;6;-4;-5;-3;-4;2;3;-4;5;-6;-4;5;-3;-4;-4;1;-4;-2;7;3;6;-4;-5;-4;-3;2}
13a_4208,{-1;2;3;-4;-5;-6;-5;7;4;8;-3;-9;-2;-8;1;3;-7;-6;-5;-4;-5;6;-5;7;4;6;8;-3;-7;9;2;-4;-5;6;-5;4;3;-5;-4;-6;-5;7;6;-8;-7;6;-5;4;-3;-5;-2}
13a_4209,{-1;2;-3;4;5;-6;-5;-3;4;-3;-3;-2;3;4;7;5;-6;4;-5;4;-3;1;4;-2;3;4;5;6;-7;6;4;-5;4;-3;2}
13a_4210,{-1;-2;3;-4;-5;-4;-6;3;-7;2;-4;1;5;-4;-6;-5;-4;-3;-2;-4;3;5;-4;6;-5;7;-4;6;3;5;2;-4;3}
13a_4211,{-1;-2;3;-4;-4;3;-5;4;3;-2;1;3;-2;3;-4;5;-4;3;2;-4;3}
13a_4212,{-1;2;3;4;3;-5;4;3;-2;1;3;3;2;3;-4;3;5;3;3;-2;3;-4;3;3;3}
13a_4213,{-1;2;3;4;-5;4;6;4;7;4;-3;-2;4;1;-5;4;6;3;-2;-3;4;-5;4;3;2;4;5;-6;5;-7;4;-6;5;4;-3;4;4}
13a_4214,{-1;2;-3;-4;5;-6;5;4;3;5;-2;6;1;3;-7;2;6;-8;5;-7;4;3;5;6;5;-4;5;-6;7;8;-9;-8;-7;6;5;4;-3;-2;-4;-3;5;-4;5;5;-6;5;7;-6;8;5;7;9;4}
13a_4215,{-1;2;-3;4;5;4;-6;-5;4;3;-2;4;1;3;4;5;4;6;-3;7;-2;4;-3;4;-5;4;6;5;4;4;4;3;2;4;-5;-6;-7}
13a_4216,{-1;-2;3;4;5;6;5;7;-4;8;-3;5;9;2;-4;1;5;-6;5;7;-6;8;5;7;4;-3;2;-4;5;6;5;4;3;5;-4;-6;-7;6;-8;5;-7;-9;6;-8;5;-7;-6;5;4;-3;5;-2;3}
13a_4217,{-1;-2;-3;4;4;5;4;-6;5;-7;4;-6;-5;4;3;2;4;1;3;4;5;4;6;-3;7;-2;4;-3;4;-5;4;6;-5;4;3;2;4}
13a_4218,{-1;2;-1;-3;-1;-1;2;-1;2;-3;-3;2;-3}
13a_4219,{-1;-2;3;4;3;3;-2;1;3;3;-2;3;-4;3;5;-4;3;2;3;-4;-5}
13a_4220,{-1;-2;3;-2;-4;3;-2;-2;1;3;-2;3;4;3;5;-4;3;2;3;-4;-5}
13a_4221,{-1;2;2;-3;-3;2;-1;-3;2;-1;-3;-1;2}
13a_4222,{-1;2;2;-3;2;4;-3;5;4;-3;2;1;-3;-2;4;-3;-5;-4;-3;2;-3}
13a_4223,{-1;2;-1;2;-3;2;-1;2;-3;2;-1;-1;-1}
13a_4224,{-1;-2;-3;-2;4;3;5;-2;3;-4;3;-2;1;3;-4;3;-5;-2;-4;3;-2}
13a_4225,{-1;4;2;3;4;5;-6;-7;5;-6;4;-5;4;-5;-3;4;-2;-5;-3;6;4;-5;4;3;1;4;-2;7;3;6;4;-5;4;-3;2}
13a_4226,{-1;-2;3;-4;3;-2;1;-2;-3;-2;4;3;5;-4;-4;3;-2;-4;3;-4;-5}
13a_4227,{-1;-2;3;-4;3;-5;-2;1;3;4;3;-2;3;-4;3;5;-4;-4;3;2;-4}
13a_4228,{-1;2;2;2;2;-3;-3;2;-1;-3;2;-3;2}
13a_4229,{-1;-2;3;-4;3;5;-4;-4;3;-2;-4;1;3;-4;3;-5;-2;3;4;3;2}
13a_4230,{-1;2;-3;4;-5;4;6;4;7;-5;4;4;3;-2;1;3;-2;4;3;-5;4;-6;5;4;-3;2;4;-3;4;-5;6;-7;-6;5;4}
13a_4231,{-1;-2;3;-4;3;-5;4;3;3;-2;1;3;3;-2;3;-4;3;5;2;-4;3}
13a_4232,{-1;-6;-5;4;-3;4;2;-3;4;-5;7;4;6;4;-5;4;3;4;5;-6;-7;6;-5;4;-2;3;1;4;-2;-3;4;5;4;3;2}
13a_4233,{-1;2;-3;-4;5;6;5;-7;6;5;4;3;5;-2;-6;1;-3;7;-4;8;5;9;-6;5;7;-6;8;5;7;4;3;5;2;-4;5;6;5;4;3;5;-4;5;-6;-7;6;-8;5;-7;-9;4;-8;-3;-2}
13a_4234,{-1;3;2;3;3;3;4;5;3;-4;3;-2;1;-2;3;4;-2;-5;3;-4;3;-2;-2}
13a_4235,{-1;4;5;-6;-7;5;6;4;-5;4;-3;2;-3;4;5;-3;-6;4;-5;4;-3;-3;4;-2;3;1;-2;7;3;6;4;-5;4;-3;2}
13a_4236,{-1;3;2;3;4;5;3;-4;3;-2;1;-2;3;4;-2;-5;3;-4;3;3;3;-2;-2}
13a_4237,{-1;2;-3;4;5;-3;-6;4;-5;4;-3;-3;-2;3;4;7;5;-6;-5;4;-3;1;4;2;3;4;5;6;-7;6;4;-5;4;-3;-2}
13a_4238,{-1;-2;3;-4;-4;3;-5;-4;3;2;1;3;-2;3;-4;5;-4;3;2;-4;3}
13a_4239,{-1;2;3;4;5;4;6;-5;7;4;-3;-2;4;1;3;-2;4;3;-5;4;-6;5;4;-3;2;4;-3;4;-5;4;6;-7;-6;-5;4}
13a_4240,{-1;2;-3;4;-5;-4;3;2;1;2;-3;2;4;-3;5;-3;4;-3;-3;4;-3}
13a_4241,{-1;-5;-4;3;-4;-4;-4;-2;3;-4;-4;5;3;-4;3;2;3;1;-2;3;4;3;2}
13a_4242,{-1;-6;7;-5;-6;4;-5;-3;4;2;-3;-4;-5;6;-5;4;-5;-7;-5;3;6;4;-5;4;-2;3;1;4;-2;-3;4;5;4;3;2}
13a_4243,{-1;2;-3;4;-5;-4;3;2;1;2;-3;2;4;-3;5;4;4;-3;4;4;-3}
13a_4244,{-1;3;-2;3;4;-5;-4;3;-4;-4;3;2;3;1;-2;3;-4;5;3;-4;3;3;2}
13a_4245,{-1;2;-3;4;-5;4;6;-5;4;3;-2;4;1;-3;5;4;-6;5;-7;4;-6;5;4;-3;-2;-3;4;-5;4;6;-3;7;2}
13a_4246,{-1;2;3;4;3;5;-4;-4;3;-2;-4;1;3;-4;-4;3;-5;2;3;-4;3;-2;3}
13a_4247,{1;-2;1;-2;3;-2;-2;1;3;-2;-2;1;3}
13a_4248,{-1;3;-2;3;-4;3;2;-5;3;-4;-4;3;1;-2;3;-4;3;-4;5;3;4;3;2}
13a_4249,{1;-2;1;-2;-2;3;-2;-2;1;3;-2;-2;3}
13a_4250,{1;-2;1;3;-2;-2;1;3;-2;-2;1;3;1}
13a_4251,{-1;2;-3;4;-5;-4;-3;2;1;2;3;2;4;-3;5;-3;2;4;-3;-3;4}
13a_4252,{-1;2;-1;-3;2;2;-1;-3;-3;2;-1;-3;-1}
13a_4253,{-1;2;-1;-3;2;2;-3;-3;2;-1;2;-1;-3}
13a_4254,{-1;2;-3;2;-1;-3;2;2;-3;-3;2;2;2}
13a_4255,{-1;2;-3;4;5;4;6;5;7;4;6;-5;4;3;-2;1;-3;-2;4;-3;5;4;-6;-5;-7;4;-6;-3;2;-3;4;-5;4}
